CaseID,CaseType,CourtLevel,FilingDate,ServiceDate,FirstHearingDate,ResolutionDate,Disposition,IsAppealed,MonetaryAmount
CIV-100229,Property Damage,Federal District,2023-09-10,2023-09-30,2023-12-09,2024-01-23,Settled,False,0.0
CIV-100230,Property Damage,Appellate,2020-05-13,2020-05-30,2020-07-27,2020-11-14,Default Judgment,False,67748.92
CIV-100231,Small Claims,Appellate,2023-01-31,2023-02-22,2023-05-25,2023-08-30,Settled,True,30200.67
CIV-100232,Family Law,Superior,2018-05-04,2018-05-29,2018-07-14,2018-10-05,Judgment for Defendant,False,93481.3
CIV-100233,Small Claims,Federal District,2023-02-03,2023-02-12,2023-03-30,2023-05-30,Judgment for Defendant,False,0.0
CIV-100234,Contract Dispute,Superior,2023-09-02,2023-09-28,2023-10-26,2024-02-07,Transferred,True,44516.42
CIV-100235,Eviction,Federal District,2017-11-16,2017-12-10,2018-02-19,2018-05-14,Judgment for Plaintiff,False,61759.86
CIV-100236,Housing Code Violation,State,2021-07-31,2021-08-08,2021-09-18,2021-10-30,Transferred,True,41623.49
CIV-100237,Contract Dispute,Federal District,2023-01-17,2023-02-02,2023-02-24,2023-04-30,Settled,False,88124.42
CIV-100238,Debt Collection,Superior,2020-05-02,2020-05-18,2020-08-19,2020-11-08,Judgment for Plaintiff,True,0.0
CIV-100239,Housing Code Violation,Municipal,2016-01-02,2016-01-23,2016-04-15,2016-07-13,Settled,False,0.0
CIV-100240,Family Law,State,2016-12-21,2017-01-20,2017-02-03,2017-06-14,Transferred,False,0.0
CIV-100241,Medical Malpractice,Superior,2015-02-07,2015-02-17,2015-05-10,2015-07-06,Judgment for Defendant,False,0.0
CIV-100242,Debt Collection,State,2016-07-03,2016-07-31,2016-10-13,2017-03-11,Dismissed,False,46161.99
CIV-100243,Medical Malpractice,Superior,2017-11-19,2017-12-12,2018-01-14,2018-02-16,Default Judgment,True,85686.58
CIV-100244,Medical Malpractice,Municipal,2019-07-19,2019-08-15,2019-10-18,2020-03-27,Judgment for Defendant,True,14490.88
CIV-100245,Debt Collection,Appellate,2018-08-18,2018-09-17,2018-10-28,2018-11-28,Settled,False,0.0
CIV-100246,Contract Dispute,Superior,2018-09-12,2018-09-22,2018-12-15,2019-06-09,Transferred,False,6681.37
CIV-100247,Employment Dispute,Federal District,2016-04-29,2016-05-14,2016-07-02,2016-09-10,Transferred,False,64051.78
CIV-100248,Eviction,State,2018-04-23,2018-05-05,2018-08-01,2018-10-26,Judgment for Defendant,True,98889.38
CIV-100249,Family Law,Federal District,2019-03-11,2019-03-25,2019-07-02,2019-12-19,Transferred,True,0.0
CIV-100250,Housing Code Violation,Appellate,2022-08-18,2022-09-12,2022-12-07,2023-01-26,Default Judgment,False,56634.79
CIV-100251,Eviction,Federal District,2015-09-10,2015-10-07,2015-12-26,2016-06-02,Default Judgment,True,85521.36
CIV-100252,Small Claims,Appellate,2019-12-15,2019-12-19,2020-03-25,2020-06-15,Dismissed,False,0.0
CIV-100253,Family Law,Federal District,2020-02-01,2020-02-06,2020-04-21,2020-09-04,Dismissed,False,31162.87
CIV-100254,Eviction,Federal District,2015-03-31,2015-04-13,2015-05-25,2015-06-24,Dismissed,True,70188.3
CIV-100255,Contract Dispute,Superior,2021-01-25,2021-01-27,2021-02-14,2021-07-14,Judgment for Defendant,True,0.0
CIV-100256,Medical Malpractice,Appellate,2023-08-03,2023-08-24,2023-12-05,2024-04-20,Judgment for Defendant,False,68431.67
CIV-100257,Medical Malpractice,Municipal,2022-06-03,2022-07-01,2022-09-18,2022-11-21,Settled,False,72921.89
CIV-100258,Debt Collection,Appellate,2017-07-01,2017-07-28,2017-08-07,2017-09-11,Transferred,False,82424.36
CIV-100259,Debt Collection,State,2017-10-10,2017-10-25,2017-12-18,2018-02-25,Transferred,True,66189.67
CIV-100260,Eviction,Municipal,2021-11-23,2021-12-18,2021-12-30,2022-03-31,Dismissed,True,67366.35
CIV-100261,Employment Dispute,Appellate,2015-07-19,2015-07-27,2015-11-08,2015-12-19,Settled,True,0.0
CIV-100262,Debt Collection,State,2023-09-14,2023-09-16,2023-10-13,2024-03-19,Transferred,False,77367.55
CIV-100263,Housing Code Violation,State,2018-08-06,2018-08-14,2018-10-01,2018-12-06,Judgment for Defendant,False,55893.45
CIV-100264,Employment Dispute,Federal District,2021-08-20,2021-09-18,2021-12-31,2022-03-15,Judgment for Defendant,True,0.0
CIV-100265,Medical Malpractice,Appellate,2022-03-20,2022-04-11,2022-06-08,2022-11-19,Judgment for Defendant,True,18795.96
CIV-100266,Debt Collection,State,2021-01-12,2021-01-28,2021-03-09,2021-06-04,Judgment for Defendant,True,96794.73
CIV-100267,Eviction,Superior,2021-04-01,2021-04-18,2021-05-15,2021-09-21,Settled,False,92261.5
CIV-100268,Contract Dispute,Superior,2019-02-28,2019-03-03,2019-05-20,2019-08-06,Judgment for Defendant,True,0.0
CIV-100269,Housing Code Violation,State,2017-02-09,2017-03-07,2017-06-22,2017-12-19,Judgment for Defendant,True,0.0
CIV-100270,Eviction,Municipal,2018-09-25,2018-10-05,2018-10-16,2019-01-08,Transferred,False,0.0
CIV-100271,Employment Dispute,State,2022-10-20,2022-11-09,2023-02-17,2023-05-10,Default Judgment,False,0.0
CIV-100272,Debt Collection,Superior,2019-04-09,2019-04-24,2019-07-11,2019-11-09,Judgment for Plaintiff,False,80380.25
CIV-100273,Eviction,Superior,2023-02-07,2023-02-23,2023-06-10,2023-09-29,Judgment for Plaintiff,False,86476.44
CIV-100274,Housing Code Violation,Federal District,2023-04-25,2023-04-30,2023-05-12,2023-08-16,Default Judgment,False,20021.08
CIV-100275,Family Law,Federal District,2017-07-31,2017-08-13,2017-11-03,2018-02-03,Transferred,False,82248.4
CIV-100276,Family Law,State,2023-02-11,2023-03-04,2023-06-16,2023-11-18,Transferred,False,72171.2
CIV-100277,Housing Code Violation,Municipal,2020-06-23,2020-06-29,2020-09-16,2020-10-31,Dismissed,True,0.0
CIV-100278,Personal Injury,State,2019-08-17,2019-08-22,2019-12-17,2020-03-15,Dismissed,True,37633.47
CIV-100279,Family Law,Municipal,2021-12-05,2021-12-26,2022-03-31,2022-08-31,Dismissed,False,53177.06
CIV-100280,Housing Code Violation,Appellate,2018-01-30,2018-02-17,2018-04-04,2018-05-08,Settled,True,0.0
CIV-100281,Small Claims,Federal District,2020-11-17,2020-11-22,2021-01-01,2021-03-21,Judgment for Plaintiff,False,39991.19
CIV-100282,Eviction,State,2019-03-09,2019-03-22,2019-05-29,2019-11-19,Judgment for Plaintiff,True,85892.81
CIV-100283,Employment Dispute,Appellate,2023-07-09,2023-07-11,2023-08-01,2023-12-12,Default Judgment,False,1440.29
CIV-100284,Medical Malpractice,Federal District,2016-12-02,2016-12-05,2017-02-16,2017-07-07,Dismissed,True,90176.66
CIV-100285,Debt Collection,Municipal,2022-10-06,2022-11-04,2023-01-25,2023-06-25,Dismissed,False,0.0
CIV-100286,Medical Malpractice,Municipal,2021-04-27,2021-05-19,2021-06-02,2021-08-16,Settled,True,0.0
CIV-100287,Debt Collection,State,2022-12-29,2023-01-25,2023-03-26,2023-05-14,Default Judgment,True,85019.52
CIV-100288,Employment Dispute,State,2022-08-05,2022-09-03,2022-11-21,2023-03-15,Transferred,True,97445.17
CIV-100289,Personal Injury,Superior,2015-08-08,2015-08-12,2015-10-16,2016-01-13,Default Judgment,False,0.0
CIV-100290,Family Law,Appellate,2018-08-29,2018-08-30,2018-11-29,2019-03-08,Settled,False,37854.99
CIV-100291,Personal Injury,Federal District,2017-01-30,2017-02-21,2017-05-16,2017-09-20,Judgment for Plaintiff,True,0.0
CIV-100292,Property Damage,Appellate,2015-12-03,2015-12-12,2016-01-10,2016-05-16,Judgment for Plaintiff,False,1016.92
CIV-100293,Personal Injury,State,2018-06-16,2018-07-01,2018-08-26,2018-12-03,Dismissed,True,55920.01
CIV-100294,Personal Injury,Superior,2020-09-29,2020-10-13,2020-11-05,2020-12-11,Default Judgment,True,78551.65
CIV-100295,Employment Dispute,Municipal,2019-04-27,2019-04-28,2019-06-14,2019-10-27,Transferred,True,17373.5
CIV-100296,Debt Collection,Superior,2019-04-09,2019-04-15,2019-05-12,2019-08-18,Judgment for Defendant,True,43750.29
CIV-100297,Medical Malpractice,Superior,2019-09-21,2019-10-01,2019-12-11,2020-01-29,Settled,False,19957.05
CIV-100298,Employment Dispute,Superior,2016-03-14,2016-03-19,2016-05-06,2016-06-06,Default Judgment,False,0.0
CIV-100299,Small Claims,State,2018-09-11,2018-09-26,2018-11-17,2019-04-06,Judgment for Plaintiff,False,69681.58
CIV-100300,Medical Malpractice,Superior,2020-05-16,2020-05-27,2020-06-28,2020-11-06,Transferred,False,0.0
CIV-100301,Debt Collection,Appellate,2023-10-08,2023-10-16,2023-12-06,2024-04-10,Judgment for Plaintiff,True,0.0
CIV-100302,Housing Code Violation,Municipal,2017-03-29,2017-04-17,2017-07-05,2017-09-19,Transferred,False,0.0
CIV-100303,Personal Injury,Appellate,2017-05-08,2017-05-23,2017-09-12,2017-12-25,Transferred,False,30631.85
CIV-100304,Employment Dispute,Municipal,2017-10-31,2017-11-22,2017-12-21,2018-05-08,Judgment for Defendant,False,53669.56
CIV-100305,Medical Malpractice,Federal District,2022-10-04,2022-10-18,2023-01-05,2023-02-13,Default Judgment,True,25198.98
CIV-100306,Small Claims,Appellate,2022-06-15,2022-06-27,2022-07-28,2022-09-07,Judgment for Plaintiff,False,10311.35
CIV-100307,Housing Code Violation,Federal District,2017-06-28,2017-07-15,2017-10-28,2018-04-08,Transferred,True,39417.85
CIV-100308,Property Damage,Superior,2023-08-30,2023-09-21,2023-12-15,2024-05-21,Dismissed,False,41889.56
CIV-100309,Medical Malpractice,Superior,2015-12-18,2015-12-22,2016-04-16,2016-06-21,Judgment for Plaintiff,False,0.0
CIV-100310,Personal Injury,Appellate,2020-11-04,2020-11-20,2021-01-13,2021-06-13,Transferred,False,30376.28
CIV-100311,Personal Injury,State,2022-12-21,2022-12-25,2023-01-06,2023-05-03,Transferred,True,55415.07
CIV-100312,Eviction,Appellate,2018-09-17,2018-10-05,2018-12-08,2019-05-05,Transferred,True,65902.14
CIV-100313,Family Law,Federal District,2019-06-09,2019-06-10,2019-09-22,2019-12-11,Judgment for Defendant,False,21872.21
CIV-100314,Small Claims,Municipal,2018-02-14,2018-03-11,2018-06-19,2018-08-04,Default Judgment,True,20108.89
CIV-100315,Housing Code Violation,Superior,2016-04-11,2016-04-20,2016-07-24,2016-12-26,Default Judgment,False,58906.97
CIV-100316,Small Claims,State,2018-11-26,2018-12-08,2019-04-05,2019-08-30,Transferred,False,0.0
CIV-100317,Medical Malpractice,Municipal,2021-08-14,2021-08-17,2021-11-21,2022-01-24,Settled,False,37643.95
CIV-100318,Small Claims,State,2016-08-02,2016-08-19,2016-10-17,2017-03-03,Default Judgment,False,48923.69
CIV-100319,Housing Code Violation,State,2021-01-10,2021-02-02,2021-05-05,2021-07-18,Judgment for Defendant,False,31800.71
CIV-100320,Contract Dispute,Appellate,2020-01-22,2020-02-11,2020-02-27,2020-06-27,Settled,True,0.0
CIV-100321,Employment Dispute,Appellate,2021-04-19,2021-05-06,2021-08-07,2022-01-10,Judgment for Defendant,False,8725.73
CIV-100322,Debt Collection,Municipal,2015-05-07,2015-06-02,2015-09-17,2015-12-12,Judgment for Plaintiff,True,17236.79
CIV-100323,Housing Code Violation,Federal District,2020-02-17,2020-03-07,2020-06-20,2020-11-23,Dismissed,True,54539.07
CIV-100324,Family Law,Federal District,2019-02-11,2019-03-01,2019-06-24,2019-08-03,Settled,False,83092.04
CIV-100325,Family Law,Superior,2023-06-05,2023-06-13,2023-07-31,2023-09-07,Judgment for Plaintiff,True,99398.79
CIV-100326,Small Claims,Superior,2023-09-12,2023-10-08,2023-11-17,2024-02-08,Transferred,False,14353.88
CIV-100327,Small Claims,Superior,2017-04-26,2017-05-23,2017-06-28,2017-08-12,Default Judgment,False,17253.55
CIV-100328,Debt Collection,Federal District,2022-11-23,2022-12-03,2023-01-19,2023-07-14,Transferred,True,75134.37
CIV-100329,Property Damage,State,2019-08-13,2019-09-12,2019-09-29,2020-01-07,Settled,True,0.0
CIV-100330,Family Law,State,2017-10-10,2017-11-04,2018-03-01,2018-07-09,Default Judgment,False,37829.65
CIV-100331,Employment Dispute,Federal District,2015-11-06,2015-11-27,2016-03-17,2016-05-09,Transferred,False,87793.08
CIV-100332,Contract Dispute,Municipal,2020-02-06,2020-02-22,2020-04-13,2020-10-08,Transferred,False,69880.25
CIV-100333,Eviction,Appellate,2015-09-17,2015-10-13,2015-12-30,2016-05-09,Settled,False,82920.19
CIV-100334,Small Claims,Appellate,2018-10-15,2018-11-02,2019-01-24,2019-03-28,Judgment for Plaintiff,True,62804.86
CIV-100335,Family Law,Appellate,2020-02-26,2020-02-27,2020-03-23,2020-06-01,Dismissed,False,69014.89
CIV-100336,Property Damage,Superior,2016-06-24,2016-07-23,2016-10-24,2017-02-08,Dismissed,False,37498.45
CIV-100337,Debt Collection,State,2022-04-11,2022-04-17,2022-05-03,2022-09-11,Judgment for Defendant,True,0.0
CIV-100338,Property Damage,Federal District,2015-01-05,2015-01-12,2015-03-24,2015-05-12,Settled,False,69711.91
CIV-100339,Family Law,Municipal,2016-05-08,2016-06-05,2016-08-08,2016-10-10,Settled,False,80692.7
CIV-100340,Property Damage,Appellate,2016-02-27,2016-03-09,2016-05-05,2016-08-19,Settled,True,56547.48
CIV-100341,Medical Malpractice,State,2021-11-04,2021-11-25,2021-12-26,2022-05-17,Transferred,True,0.0
CIV-100342,Personal Injury,Municipal,2021-11-28,2021-12-20,2022-02-24,2022-05-20,Settled,True,38711.17
CIV-100343,Eviction,Superior,2019-10-25,2019-11-05,2020-02-24,2020-04-29,Transferred,True,60299.41
CIV-100344,Debt Collection,State,2023-02-01,2023-02-21,2023-04-08,2023-05-14,Default Judgment,True,0.0
CIV-100345,Family Law,Appellate,2018-04-25,2018-05-16,2018-06-01,2018-08-31,Dismissed,True,59596.01
CIV-100346,Medical Malpractice,State,2020-12-03,2021-01-01,2021-01-12,2021-05-14,Judgment for Defendant,False,68452.73
CIV-100347,Contract Dispute,Federal District,2023-07-22,2023-08-07,2023-11-23,2024-01-10,Dismissed,True,4462.77
CIV-100348,Debt Collection,Federal District,2015-09-05,2015-10-01,2015-11-30,2016-05-07,Judgment for Defendant,False,0.0
CIV-100349,Small Claims,State,2015-12-04,2015-12-25,2016-03-12,2016-08-26,Judgment for Plaintiff,True,51374.82
CIV-100350,Medical Malpractice,Appellate,2017-04-12,2017-05-08,2017-06-06,2017-11-20,Default Judgment,True,44029.86
CIV-100351,Employment Dispute,Municipal,2017-09-04,2017-09-06,2017-10-17,2017-12-08,Judgment for Defendant,True,74298.5
CIV-100352,Property Damage,Municipal,2023-04-22,2023-04-28,2023-05-23,2023-06-25,Settled,False,0.0
CIV-100353,Property Damage,Superior,2020-11-12,2020-11-29,2021-03-19,2021-06-23,Settled,False,0.0
CIV-100354,Employment Dispute,Superior,2016-04-28,2016-05-23,2016-06-05,2016-09-28,Default Judgment,True,97517.53
CIV-100355,Housing Code Violation,Superior,2022-01-14,2022-01-17,2022-03-31,2022-08-24,Dismissed,False,0.0
CIV-100356,Personal Injury,Federal District,2016-11-14,2016-11-26,2016-12-26,2017-03-31,Transferred,True,51128.08
CIV-100357,Eviction,Municipal,2015-06-30,2015-07-28,2015-11-25,2015-12-28,Judgment for Defendant,False,15433.42
CIV-100358,Eviction,Superior,2015-05-25,2015-06-12,2015-10-02,2016-02-16,Settled,False,0.0
CIV-100359,Small Claims,Superior,2018-08-03,2018-08-12,2018-12-05,2019-01-23,Dismissed,True,80531.63
CIV-100360,Debt Collection,Superior,2015-07-08,2015-07-21,2015-08-08,2016-01-04,Judgment for Plaintiff,True,1292.93
CIV-100361,Small Claims,State,2017-04-01,2017-04-11,2017-07-02,2017-10-17,Judgment for Defendant,False,49589.39
CIV-100362,Eviction,State,2023-08-31,2023-09-25,2023-10-30,2024-04-16,Dismissed,False,54383.75
CIV-100363,Medical Malpractice,Municipal,2022-02-17,2022-03-16,2022-06-22,2022-07-24,Transferred,False,0.0
CIV-100364,Housing Code Violation,State,2023-02-26,2023-03-08,2023-03-31,2023-06-21,Judgment for Defendant,False,0.0
CIV-100365,Contract Dispute,State,2016-08-06,2016-08-29,2016-10-13,2016-12-05,Default Judgment,False,0.0
CIV-100366,Small Claims,Municipal,2019-03-06,2019-03-21,2019-07-04,2019-08-24,Default Judgment,True,39737.95
CIV-100367,Property Damage,State,2021-08-21,2021-09-09,2021-09-26,2022-02-14,Judgment for Plaintiff,False,0.0
CIV-100368,Medical Malpractice,Appellate,2023-12-25,2024-01-07,2024-04-15,2024-08-06,Judgment for Plaintiff,True,20669.91
CIV-100369,Property Damage,Municipal,2023-09-30,2023-10-25,2024-01-17,2024-03-14,Settled,False,40948.0
CIV-100370,Family Law,Superior,2021-01-04,2021-01-16,2021-05-04,2021-07-26,Judgment for Defendant,False,0.0
CIV-100371,Small Claims,Municipal,2016-01-06,2016-01-12,2016-05-04,2016-08-19,Settled,False,71260.16
CIV-100372,Debt Collection,Superior,2018-12-28,2019-01-10,2019-03-26,2019-05-07,Settled,True,0.0
CIV-100373,Eviction,Municipal,2020-01-27,2020-02-14,2020-05-29,2020-11-15,Judgment for Defendant,True,0.0
CIV-100374,Eviction,State,2016-07-26,2016-07-30,2016-08-10,2016-09-24,Settled,False,63214.61
CIV-100375,Debt Collection,Municipal,2022-03-25,2022-03-28,2022-06-20,2022-12-17,Dismissed,True,64775.7
CIV-100376,Personal Injury,Municipal,2016-06-11,2016-06-14,2016-10-10,2017-02-01,Judgment for Defendant,True,57601.48
CIV-100377,Employment Dispute,Appellate,2023-02-15,2023-02-28,2023-05-12,2023-06-18,Settled,False,19121.54
CIV-100378,Small Claims,Federal District,2018-02-20,2018-03-07,2018-04-05,2018-05-13,Default Judgment,True,50139.72
CIV-100379,Debt Collection,Appellate,2021-03-05,2021-03-21,2021-04-07,2021-05-29,Settled,False,88522.93
CIV-100380,Contract Dispute,Appellate,2020-11-23,2020-12-01,2021-03-01,2021-08-17,Transferred,False,78252.79
CIV-100381,Medical Malpractice,Appellate,2018-11-10,2018-12-10,2019-03-02,2019-08-07,Judgment for Plaintiff,True,59913.08
CIV-100382,Contract Dispute,Appellate,2015-05-01,2015-05-30,2015-09-20,2015-12-30,Default Judgment,False,0.0
CIV-100383,Eviction,Superior,2017-08-11,2017-08-17,2017-09-08,2017-12-10,Default Judgment,True,0.0
CIV-100384,Medical Malpractice,State,2017-06-17,2017-07-06,2017-11-01,2018-03-10,Settled,True,80717.92
CIV-100385,Medical Malpractice,Federal District,2022-10-28,2022-11-09,2023-02-02,2023-03-11,Default Judgment,True,19229.25
CIV-100386,Family Law,Municipal,2020-07-09,2020-07-27,2020-09-14,2020-11-27,Dismissed,True,22271.49
CIV-100387,Small Claims,State,2020-11-26,2020-12-12,2020-12-22,2021-04-15,Settled,False,0.0
CIV-100388,Contract Dispute,State,2023-12-31,2024-01-28,2024-03-19,2024-05-03,Default Judgment,True,0.0
CIV-100389,Medical Malpractice,Appellate,2020-11-25,2020-12-23,2021-02-17,2021-04-06,Default Judgment,True,32599.02
CIV-100390,Medical Malpractice,State,2016-10-07,2016-10-31,2017-01-04,2017-06-07,Transferred,False,59100.54
CIV-100391,Property Damage,State,2016-12-19,2017-01-01,2017-02-19,2017-06-04,Transferred,True,0.0
CIV-100392,Contract Dispute,State,2021-06-04,2021-06-17,2021-10-13,2022-04-06,Default Judgment,False,0.0
CIV-100393,Personal Injury,Appellate,2021-11-09,2021-11-17,2022-02-16,2022-08-09,Settled,False,0.0
CIV-100394,Personal Injury,Superior,2017-09-01,2017-09-13,2017-11-02,2018-01-13,Judgment for Defendant,True,25329.32
CIV-100395,Contract Dispute,Municipal,2015-10-05,2015-10-17,2015-11-28,2016-01-24,Judgment for Defendant,False,0.0
CIV-100396,Employment Dispute,Superior,2016-11-12,2016-12-11,2017-02-11,2017-07-17,Default Judgment,False,48209.18
CIV-100397,Property Damage,Appellate,2021-06-25,2021-07-16,2021-10-31,2022-01-26,Dismissed,True,32212.33
CIV-100398,Employment Dispute,State,2016-03-04,2016-03-07,2016-04-29,2016-07-11,Transferred,True,89863.36
CIV-100399,Contract Dispute,Appellate,2016-01-17,2016-01-28,2016-04-23,2016-09-23,Transferred,True,43702.94
CIV-100400,Eviction,Appellate,2015-08-08,2015-08-12,2015-10-03,2015-12-24,Transferred,False,30091.36
CIV-100401,Housing Code Violation,Appellate,2016-01-28,2016-01-30,2016-03-30,2016-09-22,Settled,True,43046.79
CIV-100402,Eviction,Municipal,2018-04-21,2018-05-18,2018-08-20,2019-01-19,Dismissed,True,29535.24
CIV-100403,Debt Collection,Appellate,2015-12-02,2015-12-18,2016-04-14,2016-06-12,Judgment for Defendant,False,0.0
CIV-100404,Employment Dispute,State,2017-12-21,2017-12-24,2018-03-26,2018-09-11,Judgment for Plaintiff,False,44854.64
CIV-100405,Eviction,Superior,2017-12-14,2017-12-29,2018-03-08,2018-06-13,Default Judgment,True,69798.86
CIV-100406,Housing Code Violation,Appellate,2016-02-01,2016-02-04,2016-05-09,2016-09-04,Default Judgment,True,84159.32
CIV-100407,Small Claims,State,2020-11-10,2020-11-24,2021-02-10,2021-07-11,Judgment for Defendant,False,90326.33
CIV-100408,Housing Code Violation,Federal District,2023-01-04,2023-01-06,2023-03-21,2023-09-13,Transferred,True,75840.28
